time,linear_accel_x,linear_accel_y,linear_accel_z,angular_vel_x,angular_vel_y,angular_vel_z
0.102369,0,0,0,0,0,0
0.202354,0,0,0,0,0,0
0.302358,0,0,0,0,0,0
0.402359,0,0,0,0,0,0
0.502405,0,0,0,0,0,0
0.602362,0,0,0,0,0,0
0.702363,0,0,0,0,0,0
0.80236,0,0,0,0,0,0
0.902368,0,0,0,0,0,0
1.00237,0,0,0,0,0,0
1.10239,0,0,0,0,0,0
1.20237,0,0,0,0,0,0
1.30238,0,0,0,0,0,0
1.40238,0,0,0,0,0,0
1.50239,0,0,0,0,0,0
1.60236,0,0,0,0,0,0
1.70237,0,0,0,0,0,0
1.80239,0,0,0,0,0,0
1.9024,0,0,0,0,0,0
2.00262,0,0,0,0,0,0
2.10236,0,0,0,0,0,0
2.20269,0,0,0,0,0,0
2.3024,0,0,0,0,0,0
2.40236,0,0,0,0,0,0
2.50257,0,0,0,0,0,0
2.60242,0,0,0,0,0,0
2.70238,0,0,0,0,0,0
2.80265,0,0,0,0,0,0
2.90237,0,0,0,0,0,0
3.00259,0,0,0,0,0,0
3.10256,0,0,0,0,0,0
3.20261,0,0,0,0,0,0
3.30238,0,0,0,0,0,0
3.40241,0,0,0,0,0,0
3.50258,0,0,0,0,0,0
3.60259,0,0,0,0,0,0
3.70236,0,0,0,0,0,0
3.80236,0,0,0,0,0,0
3.9024,0,0,0,0,0,0
4.00239,0,0,0,0,0,0
4.10264,0,0,0,0,0,0
4.20237,0,0,0,0,0,0
4.30237,0,0,0,0,0,0
4.4024,0,0,0,0,0,0
4.50239,0,0,0,0,0,0
4.60237,0,0,0,0,0,0
4.70238,0,0,0,0,0,0
4.80235,0,0,0,0,0,0
4.90237,0,0,0,0,0,0
5.00237,0.000118744,0,0,0,0,0
5.10237,0.00511826,0,0,0,0,0
5.20242,0.0101209,0,0,0,0,0
5.30236,0.0151182,0,0,0,0,0
5.40237,0.0201187,0,0,0,0,0
5.50238,0.025119,0,0,0,0,0
5.60237,0.0301187,0,0,0,0,0
5.70236,0.0351181,0,0,0,0,0
5.80236,0.0401178,0,0,0,0,0
5.90237,0.0451183,0,0,0,0,0
6.0026,0.0501299,0,0,0,0,0
6.10236,0.0551182,0,0,0,0,0
6.20259,0.0601294,0,0,0,0,0
6.30237,0.0651187,0,0,0,0,0
6.40238,0.0701189,0,0,0,0,0
6.50238,0.075119,0,0,0,0,0
6.60258,0.0801288,0,0,0,0,0
6.70237,0.0851185,0,0,0,0,0
6.80236,0.0901182,0,0,0,0,0
6.90237,0.0951183,0,0,0,0,0
7.0024,0.0998801,0,0,0,0,0
7.10236,0.0948819,0,0,0,0,0
7.20256,0.089872,0,0,0,0,0
7.30239,0.0848804,0,0,0,0,0
7.40236,0.0798819,0,0,0,0,0
7.50256,0.0748718,0,0,0,0,0
7.60243,0.0698784,0,0,0,0,0
7.70262,0.064869,0,0,0,0,0
7.80263,0.0598684,0,0,0,0,0
7.90241,0.0548796,0,0,0,0,0
8.00261,0.0498696,0,0,0,0,0
8.10258,0.0448711,0,0,0,0,0
8.20256,0.0398721,0,0,0,0,0
8.3024,0.0348802,0,0,0,0,0
8.40237,0.0298814,0,0,0,0,0
8.50242,0.024879,0,0,0,0,0
8.6026,0.0198699,0,0,0,0,0
8.70259,0.0148705,0,0,0,0,0
8.8024,0.00988019,0,0,0,0,0
8.90237,0.00488139,0,0,0,0,0
9.00242,0,0,0,0,0,0
9.10259,0,0,0,0,0,0
9.20237,0,0,0,0,0,0
9.30239,0,0,0,0,0,0
9.40241,0,0,0,0,0,0
9.50272,0,0,0,0,0,0
9.60237,0,0,0,0,0,0
9.70239,0,0,0,0,0,0
9.80238,0,0,0,0,0,0
9.90238,0,0,0,0,0,0
10.0024,0,0,0,0,0,0
10.1024,0,0,0,0,0,0
10.2024,0,0,0,0,0,0
10.3024,0,0,0,0,0,0
10.4024,0,0,0,0,0,0
10.5024,0,0,0,0,0,0
10.6024,0,0,0,0,0,0
10.7024,0,0,0,0,0,0
10.8024,0,0,0,0,0,0
10.9024,0,0,0,0,0,0
11.0024,0,0,0,0,0,0
11.1024,0,0,0,0,0,0
11.2024,0,0,0,0,0,0
11.3024,0,0,0,0,0,0
11.4027,0,0,0,0,0,0
11.5024,0,0,0,0,0,0
11.6024,0,0,0,0,0,0
11.7026,0,0,0,0,0,0
11.8029,0,0,0,0,0,0
11.9024,0,0,0,0,0,0
12.0026,0,0,0,0,0,0
