time,linear_accel_x,linear_accel_y,linear_accel_z,angular_vel_x,angular_vel_y,angular_vel_z
0.101825,0,0,0,0,0,0
0.201831,0,0,0,0,0,0
0.301824,0,0,0,0,0,0
0.401839,0,0,0,0,0,0
0.501816,0,0,0,0,0,0
0.601832,0,0,0,0,0,0
0.701815,0,0,0,0,0,0
0.801832,0,0,0,0,0,0
0.901822,0,0,0,0,0,0
1.00183,0,0,0,0,0,0
1.10182,0,0,0,0,0,0
1.20184,0,0,0,0,0,0
1.30182,0,0,0,0,0,0
1.40184,0,0,0,0,0,0
1.50184,0,0,0,0,0,0
1.60187,0,0,0,0,0,0
1.70183,0,0,0,0,0,0
1.80182,0,0,0,0,0,0
1.90183,0,0,0,0,0,0
2.00182,0,0,0,0,0,0
2.10183,0,0,0,0,0,0
2.20183,0,0,0,0,0,0
2.30183,0,0,0,0,0,0
2.40184,0,0,0,0,0,0
2.50183,0,0,0,0,0,0
2.60182,0,0,0,0,0,0
2.70185,0,0,0,0,0,0
2.80183,0,0,0,0,0,0
2.90183,0,0,0,0,0,0
3.00183,0,0,0,0,0,0
3.10182,0,0,0,0,0,0
3.20182,0,0,0,0,0,0
3.30182,0,0,0,0,0,0
3.40183,0,0,0,0,0,0
3.50183,0,0,0,0,0,0
3.60183,0,0,0,0,0,0
3.70183,0,0,0,0,0,0
3.80182,0,0,0,0,0,0
3.90184,0,0,0,0,0,0
4.00184,0,0,0,0,0,0
4.10183,0,0,0,0,0,0
4.20184,0,0,0,0,0,0
4.30185,0,0,0,0,0,0
4.40205,0,0,0,0,0,0
4.50184,0,0,0,0,0,0
4.60203,0,0,0,0,0,0
4.70184,0,0,0,0,0,0
4.80183,0,0,0,0,0,0
4.90186,0,0,0,0,0,0
5.00182,0.000182202,0,0,0,0,0
5.10183,0.00992367,0,0,0,0,0
5.20182,0.019164,0,0,0,0,0
5.30185,0.0279071,0,0,0,0,0
5.40204,0.0361631,0,0,0,0,0
5.50185,0.0438889,0,0,0,0,0
5.60206,0.0511441,0,0,0,0,0
5.70183,0.0578688,0,0,0,0,0
5.80184,0.0641102,0,0,0,0,0
5.90187,0.0698526,0,0,0,0,0
6.00185,0.0750925,0,0,0,0,0
6.10211,0.0798447,0,0,0,0,0
6.20187,0.0840747,0,0,0,0,0
6.30183,0.0878139,0,0,0,0,0
6.40183,0.091055,0,0,0,0,0
6.50183,0.0937957,0,0,0,0,0
6.60183,0.0960366,0,0,0,0,0
6.70184,0.0977775,0,0,0,0,0
6.80182,0.0990181,0,0,0,0,0
6.90183,0.099759,0,0,0,0,0
7.00183,0.0999999,0,0,0,0,0
7.10183,0.0997408,0,0,0,0,0
7.20183,0.0989816,0,0,0,0,0
7.30182,0.0977226,0,0,0,0,0
7.40192,0.0959616,0,0,0,0,0
7.50182,0.0937044,0,0,0,0,0
7.60183,0.0909449,0,0,0,0,0
7.70184,0.0876856,0,0,0,0,0
7.80205,0.0839179,0,0,0,0,0
7.90185,0.0796666,0,0,0,0,0
8.00181,0.0749094,0,0,0,0,0
8.10182,0.06965,0,0,0,0,0
8.20183,0.0638902,0,0,0,0,0
8.30183,0.0576307,0,0,0,0,0
8.40183,0.0508716,0,0,0,0,0
8.50183,0.0436125,0,0,0,0,0
8.60182,0.0358542,0,0,0,0,0
8.70183,0.0275946,0,0,0,0,0
8.80182,0.0188357,0,0,0,0,0
8.90183,0.00957619,0,0,0,0,0
9.00182,0,0,0,0,0,0
9.10185,0,0,0,0,0,0
9.20185,0,0,0,0,0,0
9.30183,0,0,0,0,0,0
9.40183,0,0,0,0,0,0
9.50184,0,0,0,0,0,0
9.60182,0,0,0,0,0,0
9.70184,0,0,0,0,0,0
9.80184,0,0,0,0,0,0
9.90183,0,0,0,0,0,0
10.0018,0,0,0,0,0,0
10.1018,0,0,0,0,0,0
10.2018,0,0,0,0,0,0
10.3018,0,0,0,0,0,0
10.4018,0,0,0,0,0,0
10.5018,0,0,0,0,0,0
10.6018,0,0,0,0,0,0
10.7018,0,0,0,0,0,0
10.8018,0,0,0,0,0,0
10.9018,0,0,0,0,0,0
11.0018,0,0,0,0,0,0
11.1019,0,0,0,0,0,0
11.2019,0,0,0,0,0,0
11.3018,0,0,0,0,0,0
11.4018,0,0,0,0,0,0
11.5018,0,0,0,0,0,0
11.6018,0,0,0,0,0,0
11.7018,0,0,0,0,0,0
11.8018,0,0,0,0,0,0
11.9018,0,0,0,0,0,0
12.0018,0,0,0,0,0,0
12.1022,0,0,0,0,0,0
12.2019,0,0,0,0,0,0
12.3018,0,0,0,0,0,0
12.4018,0,0,0,0,0,0
12.5018,0,0,0,0,0,0
12.6018,0,0,0,0,0,0
12.7018,0,0,0,0,0,0
12.8018,0,0,0,0,0,0
12.9018,0,0,0,0,0,0
13.0018,0,0,0,0,0,0
13.1023,0,0,0,0,0,0
13.2018,0,0,0,0,0,0
13.3019,0,0,0,0,0,0
13.4018,0,0,0,0,0,0
13.5021,0,0,0,0,0,0
13.6018,0,0,0,0,0,0
13.7018,0,0,0,0,0,0
13.8018,0,0,0,0,0,0
13.902,0,0,0,0,0,0
14.0019,0,0,0,0,0,0
14.1019,0,0,0,0,0,0
14.2018,0,0,0,0,0,0
14.3019,0,0,0,0,0,0
14.4019,0,0,0,0,0,0
14.5018,0,0,0,0,0,0
14.6019,0,0,0,0,0,0
14.7019,0,0,0,0,0,0
14.8018,0,0,0,0,0,0
14.9019,0,0,0,0,0,0
15.0018,-0.000184161,0,0,0,0,0
15.102,-0.00994222,0,0,0,0,0
15.2018,-0.0191664,0,0,0,0,0
15.3019,-0.0279075,0,0,0,0,0
15.4018,-0.0361474,0,0,0,0,0
15.5019,-0.0438888,0,0,0,0,0
15.6019,-0.0511309,0,0,0,0,0
15.7018,-0.0578698,0,0,0,0,0
15.8018,-0.0641096,0,0,0,0,0
15.9018,-0.0698513,0,0,0,0,0
16.0018,-0.0750912,0,0,0,0,0
16.1018,-0.0798323,0,0,0,0,0
16.2018,-0.0840732,0,0,0,0,0
16.3018,-0.0878135,0,0,0,0,0
16.4018,-0.0910544,0,0,0,0,0
16.5018,-0.0937956,0,0,0,0,0
16.6019,-0.096037,0,0,0,0,0
16.7018,-0.0977775,0,0,0,0,0
16.8018,-0.0990183,0,0,0,0,0
16.9018,-0.0997591,0,0,0,0,0
17.0018,-0.0999999,0,0,0,0,0
17.1018,-0.0997408,0,0,0,0,0
17.2018,-0.0989816,0,0,0,0,0
17.3018,-0.0977226,0,0,0,0,0
17.4018,-0.0959634,0,0,0,0,0
17.5018,-0.0937044,0,0,0,0,0
17.6018,-0.0909451,0,0,0,0,0
17.7018,-0.087686,0,0,0,0,0
17.802,-0.083921,0,0,0,0,0
17.9018,-0.0796676,0,0,0,0,0
18.0018,-0.0749084,0,0,0,0,0
18.102,-0.0696387,0,0,0,0,0
18.2018,-0.0638898,0,0,0,0,0
18.3018,-0.0576321,0,0,0,0,0
18.4018,-0.0508726,0,0,0,0,0
18.5018,-0.0436117,0,0,0,0,0
18.6018,-0.0358546,0,0,0,0,0
18.7018,-0.0275942,0,0,0,0,0
18.8018,-0.0188355,0,0,0,0,0
18.9018,-0.00957558,0,0,0,0,0
19.0018,0,0,0,0,0,0
19.1018,0,0,0,0,0,0
19.2018,0,0,0,0,0,0
19.3018,0,0,0,0,0,0
19.4019,0,0,0,0,0,0
19.5018,0,0,0,0,0,0
19.6018,0,0,0,0,0,0
19.7019,0,0,0,0,0,0
19.8018,0,0,0,0,0,0
19.9019,0,0,0,0,0,0
20.0018,0,0,0,0,0,0
20.1018,0,0,0,0,0,0
20.2018,0,0,0,0,0,0
20.3018,0,0,0,0,0,0
