time,x,y,z,alpha
0.300000,0.000000,0.000000,0.000000,0.000000
0.400000,0.000000,0.000000,0.000000,0.000000
0.500000,0.000000,0.000000,0.000000,0.000000
0.600000,0.000000,0.000000,0.000000,0.000000
0.700000,0.000000,0.000000,0.000000,0.000000
0.800000,0.000000,0.000000,0.000000,0.000000
0.900000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000
1.100000,0.000000,0.000000,0.000000,0.000000
1.200000,0.000000,0.000000,0.000000,0.000000
1.300000,0.000000,0.000000,0.000000,0.000000
1.400000,0.000000,0.000000,0.000000,0.000000
1.500000,0.000000,0.000000,0.000000,0.000000
1.600000,0.000000,0.000000,0.000000,0.000000
1.700000,0.000000,0.000000,0.000000,0.000000
1.800000,0.000000,0.000000,0.000000,0.000000
1.900000,0.000000,0.000000,0.000000,0.000000
2.100000,0.000000,0.000000,0.000000,0.000000
2.200000,0.000000,0.000000,0.000000,0.000000
2.300000,0.000000,0.000000,0.000000,0.000000
2.400000,0.000000,0.000000,0.000000,0.000000
2.600000,0.000000,0.000000,0.000000,0.000000
2.700000,0.000000,0.000000,0.000000,0.000000
2.900000,0.000000,0.000000,0.000000,0.000000
3.000000,0.000000,0.000000,0.000000,0.000000
3.100000,0.000000,0.000000,0.000000,0.000000
3.300000,0.000000,0.000000,0.000000,0.000000
3.400000,0.000000,0.000000,0.000000,0.000000
3.600000,0.000000,0.000000,0.000000,0.000000
3.700000,0.000000,0.000000,0.000000,0.000000
3.900000,0.000000,0.000000,0.000000,0.000000
4.000000,0.000000,0.000000,0.000000,0.000000
4.100000,0.000000,0.000000,0.000000,0.000000
4.300000,0.000000,0.000000,0.000000,0.000000
4.400000,0.000000,0.000000,0.000000,0.000000
4.600000,0.000000,0.000000,0.000000,0.000000
4.800000,0.000000,0.000000,0.000000,0.000000
4.900000,0.000000,0.000000,0.000000,0.000000
5.100000,0.000012,0.000000,0.000000,0.000000
5.200000,0.000075,0.000000,0.000000,0.000000
5.300000,0.000237,0.000000,0.000000,0.000000
5.400000,0.000550,0.000000,0.000000,0.000000
5.600000,0.001825,0.000000,0.000000,0.000000
5.700000,0.002887,0.000000,0.000000,0.000000
5.800000,0.004300,0.000000,0.000000,0.000000
5.900000,0.006112,0.000000,0.000000,0.000000
6.100000,0.011137,0.000000,0.000000,0.000000
6.200000,0.014450,0.000000,0.000000,0.000000
6.300000,0.018362,0.000000,0.000000,0.000000
6.400000,0.022925,0.000000,0.000000,0.000000
6.600000,0.034200,0.000000,0.000000,0.000000
6.800000,0.048675,0.000000,0.000000,0.000000
6.900000,0.057237,0.000000,0.000000,0.000000
7.000000,0.066750,0.000000,0.000000,0.000000
7.200000,0.088675,0.000000,0.000000,0.000000
7.300000,0.101012,0.000000,0.000000,0.000000
7.500000,0.128187,0.000000,0.000000,0.000000
7.600000,0.142925,0.000000,0.000000,0.000000
7.700000,0.158362,0.000000,0.000000,0.000000
7.900000,0.191137,0.000000,0.000000,0.000000
8.000000,0.208375,0.000000,0.000000,0.000000
8.200000,0.244300,0.000000,0.000000,0.000000
8.300000,0.262887,0.000000,0.000000,0.000000
