time,linear_accel_x,linear_accel_y,linear_accel_z,angular_vel_x,angular_vel_y,angular_vel_z
0.294113,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.394140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.494280,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.694123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.794124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.894159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.094132,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.194137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.294151,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.494161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.594504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.794154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.894167,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.094160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.294124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.394206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.495518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.694171,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.894138,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.094247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.294137,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.394281,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.594170,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.794159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.994117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.094129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.194159,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.294175,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.494232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.694143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.794193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.894937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.094130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.194131,0.009750,0.000000,0.000000,0.000000,0.000000,0.000000
5.294685,0.019000,0.000000,0.000000,0.000000,0.000000,0.000000
5.494156,0.036000,0.000000,0.000000,0.000000,0.000000,0.000000
5.694139,0.051000,0.000000,0.000000,0.000000,0.000000,0.000000
5.794167,0.057750,0.000000,0.000000,0.000000,0.000000,0.000000
5.994128,0.069750,0.000000,0.000000,0.000000,0.000000,0.000000
6.094193,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000
6.194268,0.079750,0.000000,0.000000,0.000000,0.000000,0.000000
6.394128,0.087750,0.000000,0.000000,0.000000,0.000000,0.000000
6.494145,0.091000,0.000000,0.000000,0.000000,0.000000,0.000000
6.594251,0.093750,0.000000,0.000000,0.000000,0.000000,0.000000
6.794135,0.097750,0.000000,0.000000,0.000000,0.000000,0.000000
6.994162,0.099750,0.000000,0.000000,0.000000,0.000000,0.000000
7.194167,0.099750,0.000000,0.000000,0.000000,0.000000,0.000000
7.294259,0.099000,0.000000,0.000000,0.000000,0.000000,0.000000
7.494187,0.096000,0.000000,0.000000,0.000000,0.000000,0.000000
7.694204,0.091000,0.000000,0.000000,0.000000,0.000000,0.000000
7.894141,0.084000,0.000000,0.000000,0.000000,0.000000,0.000000
7.994152,0.079750,0.000000,0.000000,0.000000,0.000000,0.000000
8.094157,0.075000,0.000000,0.000000,0.000000,0.000000,0.000000
8.294309,0.064000,0.000000,0.000000,0.000000,0.000000,0.000000
8.494348,0.051000,0.000000,0.000000,0.000000,0.000000,0.000000
8.694191,0.036000,0.000000,0.000000,0.000000,0.000000,0.000000
8.796210,0.027750,0.000000,0.000000,0.000000,0.000000,0.000000
8.994140,0.009750,0.000000,0.000000,0.000000,0.000000,0.000000
9.094183,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.194204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.394244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
