time,x,y,z,alpha
0.113121,0.000000,0.000000,0.000000,0.000000
0.438528,0.000000,0.000000,0.000000,0.000000
0.443199,0.000000,0.000000,0.000000,0.000000
0.783140,0.000000,0.000000,0.000000,0.000000
0.793164,0.000000,0.000000,0.000000,0.000000
0.803169,0.000000,0.000000,0.000000,0.000000
0.813134,0.000000,0.000000,0.000000,0.000000
0.823136,0.000000,0.000000,0.000000,0.000000
0.843159,0.000000,0.000000,0.000000,0.000000
0.873108,0.000000,0.000000,0.000000,0.000000
0.903166,0.000000,0.000000,0.000000,0.000000
0.933173,0.000000,0.000000,0.000000,0.000000
0.963165,0.000000,0.000000,0.000000,0.000000
0.993198,0.000000,0.000000,0.000000,0.000000
1.023118,0.000000,0.000000,0.000000,0.000000
1.053180,0.000000,0.000000,0.000000,0.000000
1.073182,0.000000,0.000000,0.000000,0.000000
1.103155,0.000000,0.000000,0.000000,0.000000
1.143126,0.000000,0.000000,0.000000,0.000000
1.173116,0.000000,0.000000,0.000000,0.000000
1.203121,0.000000,0.000000,0.000000,0.000000
1.233167,0.000000,0.000000,0.000000,0.000000
1.263158,0.000000,0.000000,0.000000,0.000000
1.293133,0.000000,0.000000,0.000000,0.000000
1.313213,0.000000,0.000000,0.000000,0.000000
1.343141,0.000000,0.000000,0.000000,0.000000
1.373124,0.000000,0.000000,0.000000,0.000000
1.393120,0.000000,0.000000,0.000000,0.000000
1.423115,0.000000,0.000000,0.000000,0.000000
1.443110,0.000000,0.000000,0.000000,0.000000
1.473165,0.000000,0.000000,0.000000,0.000000
1.503162,0.000000,0.000000,0.000000,0.000000
1.533133,0.000000,0.000000,0.000000,0.000000
1.563124,0.000000,0.000000,0.000000,0.000000
1.593149,0.000000,0.000000,0.000000,0.000000
1.623118,0.000000,0.000000,0.000000,0.000000
1.653136,0.000000,0.000000,0.000000,0.000000
1.683157,0.000000,0.000000,0.000000,0.000000
1.713107,0.000000,0.000000,0.000000,0.000000
1.743163,0.000000,0.000000,0.000000,0.000000
1.783131,0.000000,0.000000,0.000000,0.000000
1.813152,0.000000,0.000000,0.000000,0.000000
1.833156,0.000000,0.000000,0.000000,0.000000
1.863115,0.000000,0.000000,0.000000,0.000000
1.893166,0.000000,0.000000,0.000000,0.000000
1.923166,0.000000,0.000000,0.000000,0.000000
1.953157,0.000000,0.000000,0.000000,0.000000
1.983151,0.000000,0.000000,0.000000,0.000000
2.013178,0.000000,0.000000,0.000000,0.000000
2.043165,0.000000,0.000000,0.000000,0.000000
2.073158,0.000000,0.000000,0.000000,0.000000
2.103122,0.000000,0.000000,0.000000,0.000000
2.133168,0.000000,0.000000,0.000000,0.000000
2.163170,0.000000,0.000000,0.000000,0.000000
2.193222,0.000000,0.000000,0.000000,0.000000
2.213244,0.000000,0.000000,0.000000,0.000000
2.243151,0.000000,0.000000,0.000000,0.000000
2.273130,0.000000,0.000000,0.000000,0.000000
2.303153,0.000000,0.000000,0.000000,0.000000
2.333121,0.000000,0.000000,0.000000,0.000000
2.363253,0.000000,0.000000,0.000000,0.000000
2.393156,0.000000,0.000000,0.000000,0.000000
2.423137,0.000000,0.000000,0.000000,0.000000
2.463137,0.000000,0.000000,0.000000,0.000000
2.483220,0.000000,0.000000,0.000000,0.000000
2.513122,0.000000,0.000000,0.000000,0.000000
2.543165,0.000000,0.000000,0.000000,0.000000
2.573134,0.000000,0.000000,0.000000,0.000000
2.603178,0.000000,0.000000,0.000000,0.000000
2.633231,0.000000,0.000000,0.000000,0.000000
2.663114,0.000000,0.000000,0.000000,0.000000
2.693163,0.000000,0.000000,0.000000,0.000000
2.723161,0.000000,0.000000,0.000000,0.000000
2.753126,0.000000,0.000000,0.000000,0.000000
2.773195,0.000000,0.000000,0.000000,0.000000
2.793180,0.000000,0.000000,0.000000,0.000000
2.823171,0.000000,0.000000,0.000000,0.000000
2.853158,0.000000,0.000000,0.000000,0.000000
2.883126,0.000000,0.000000,0.000000,0.000000
2.913160,0.000000,0.000000,0.000000,0.000000
2.923125,0.000000,0.000000,0.000000,0.000000
2.933163,0.000000,0.000000,0.000000,0.000000
2.943165,0.000000,0.000000,0.000000,0.000000
2.953138,0.000000,0.000000,0.000000,0.000000
2.963199,0.000000,0.000000,0.000000,0.000000
2.973208,0.000000,0.000000,0.000000,0.000000
2.983165,0.000000,0.000000,0.000000,0.000000
2.993162,0.000000,0.000000,0.000000,0.000000
3.003119,0.000000,0.000000,0.000000,0.000000
3.013151,0.000000,0.000000,0.000000,0.000000
3.273177,0.000000,0.000000,0.000000,0.000000
3.293130,0.000000,0.000000,0.000000,0.000000
3.323186,0.000000,0.000000,0.000000,0.000000
3.353172,0.000000,0.000000,0.000000,0.000000
3.383153,0.000000,0.000000,0.000000,0.000000
3.413136,0.000000,0.000000,0.000000,0.000000
3.443215,0.000000,0.000000,0.000000,0.000000
3.473151,0.000000,0.000000,0.000000,0.000000
3.493161,0.000000,0.000000,0.000000,0.000000
3.533189,0.000000,0.000000,0.000000,0.000000
3.563123,0.000000,0.000000,0.000000,0.000000
3.593185,0.000000,0.000000,0.000000,0.000000
3.623141,0.000000,0.000000,0.000000,0.000000
3.653125,0.000000,0.000000,0.000000,0.000000
3.673172,0.000000,0.000000,0.000000,0.000000
3.703181,0.000000,0.000000,0.000000,0.000000
3.733157,0.000000,0.000000,0.000000,0.000000
3.753139,0.000000,0.000000,0.000000,0.000000
3.783180,0.000000,0.000000,0.000000,0.000000
3.813177,0.000000,0.000000,0.000000,0.000000
3.843239,0.000000,0.000000,0.000000,0.000000
3.873132,0.000000,0.000000,0.000000,0.000000
3.893181,0.000000,0.000000,0.000000,0.000000
3.923245,0.000000,0.000000,0.000000,0.000000
3.953135,0.000000,0.000000,0.000000,0.000000
3.983230,0.000000,0.000000,0.000000,0.000000
4.013129,0.000000,0.000000,0.000000,0.000000
4.043136,0.000000,0.000000,0.000000,0.000000
4.073128,0.000000,0.000000,0.000000,0.000000
4.093123,0.000000,0.000000,0.000000,0.000000
4.123119,0.000000,0.000000,0.000000,0.000000
4.153205,0.000000,0.000000,0.000000,0.000000
4.183148,0.000000,0.000000,0.000000,0.000000
4.213167,0.000000,0.000000,0.000000,0.000000
4.243160,0.000000,0.000000,0.000000,0.000000
4.273181,0.000000,0.000000,0.000000,0.000000
4.293161,0.000000,0.000000,0.000000,0.000000
4.323153,0.000000,0.000000,0.000000,0.000000
4.353172,0.000000,0.000000,0.000000,0.000000
4.373121,0.000000,0.000000,0.000000,0.000000
4.403215,0.000000,0.000000,0.000000,0.000000
4.433211,0.000000,0.000000,0.000000,0.000000
4.463152,0.000000,0.000000,0.000000,0.000000
4.483168,0.000000,0.000000,0.000000,0.000000
4.513228,0.000000,0.000000,0.000000,0.000000
4.543124,0.000000,0.000000,0.000000,0.000000
4.573153,0.000000,0.000000,0.000000,0.000000
4.603190,0.000000,0.000000,0.000000,0.000000
4.623210,0.000000,0.000000,0.000000,0.000000
4.643119,0.000000,0.000000,0.000000,0.000000
4.673154,0.000000,0.000000,0.000000,0.000000
4.693159,0.000000,0.000000,0.000000,0.000000
4.733153,0.000000,0.000000,0.000000,0.000000
4.753220,0.000000,0.000000,0.000000,0.000000
4.783208,0.000000,0.000000,0.000000,0.000000
4.823154,0.000000,0.000000,0.000000,0.000000
4.843113,0.000000,0.000000,0.000000,0.000000
4.873115,0.000000,0.000000,0.000000,0.000000
4.903157,0.000000,0.000000,0.000000,0.000000
4.933111,0.000000,0.000000,0.000000,0.000000
4.963155,0.000000,0.000000,0.000000,0.000000
4.993167,0.000000,0.000000,0.000000,0.000000
5.023125,0.000000,0.000000,0.000000,0.000000
5.043204,0.000000,0.000000,0.000000,0.000000
5.073206,0.000000,0.000000,0.000000,0.000000
5.113134,0.000000,0.000000,0.000000,0.000000
5.133169,0.000000,0.000000,0.000000,0.000000
5.163116,0.000000,0.000000,0.000000,0.000000
5.193220,0.000000,0.000000,0.000000,0.000000
5.223117,0.000000,0.000000,0.000000,0.000000
5.253110,0.000000,0.000000,0.000000,0.000000
5.283137,0.000000,0.000000,0.000000,0.000000
5.303144,0.000000,0.000000,0.000000,0.000000
5.333133,0.000000,0.000000,0.000000,0.000000
5.363164,0.000000,0.000000,0.000000,0.000000
5.403208,0.000000,0.000000,0.000000,0.000000
5.423154,0.000000,0.000000,0.000000,0.000000
5.453142,0.000000,0.000000,0.000000,0.000000
5.483135,0.000000,0.000000,0.000000,0.000000
5.513159,0.000000,0.000000,0.000000,0.000000
5.533116,0.000000,0.000000,0.000000,0.000000
5.563209,0.000000,0.000000,0.000000,0.000000
5.593151,0.000000,0.000000,0.000000,0.000000
5.623122,0.000000,0.000000,0.000000,0.000000
5.653226,0.000000,0.000000,0.000000,0.000000
5.683223,0.000001,0.000000,0.000000,0.000000
5.713113,0.000003,0.000000,0.000000,0.000000
5.743164,0.000008,0.000000,0.000000,0.000000
5.773199,0.000018,0.000000,0.000000,0.000000
5.803131,0.000034,0.000000,0.000000,0.000000
5.833156,0.000057,0.000000,0.000000,0.000000
5.863156,0.000089,0.000000,0.000000,0.000000
5.893119,0.000130,0.000000,0.000000,0.000000
5.923203,0.000183,0.000000,0.000000,0.000000
5.943140,0.000225,0.000000,0.000000,0.000000
5.973125,0.000300,0.000000,0.000000,0.000000
6.003160,0.000389,0.000000,0.000000,0.000000
6.033115,0.000494,0.000000,0.000000,0.000000
6.063113,0.000617,0.000000,0.000000,0.000000
6.083194,0.000710,0.000000,0.000000,0.000000
6.113162,0.000865,0.000000,0.000000,0.000000
6.143152,0.001042,0.000000,0.000000,0.000000
6.173151,0.001241,0.000000,0.000000,0.000000
6.203207,0.001464,0.000000,0.000000,0.000000
6.233151,0.001712,0.000000,0.000000,0.000000
6.263117,0.001986,0.000000,0.000000,0.000000
6.293118,0.002288,0.000000,0.000000,0.000000
6.323161,0.002621,0.000000,0.000000,0.000000
6.353163,0.002983,0.000000,0.000000,0.000000
6.383166,0.003377,0.000000,0.000000,0.000000
6.413132,0.003804,0.000000,0.000000,0.000000
6.443137,0.004267,0.000000,0.000000,0.000000
6.473207,0.004766,0.000000,0.000000,0.000000
6.503189,0.005301,0.000000,0.000000,0.000000
6.533127,0.005875,0.000000,0.000000,0.000000
6.563214,0.006491,0.000000,0.000000,0.000000
6.583137,0.006922,0.000000,0.000000,0.000000
6.613241,0.007608,0.000000,0.000000,0.000000
6.643251,0.008336,0.000000,0.000000,0.000000
6.673128,0.009106,0.000000,0.000000,0.000000
6.703160,0.009926,0.000000,0.000000,0.000000
6.733252,0.010795,0.000000,0.000000,0.000000
6.753173,0.011398,0.000000,0.000000,0.000000
6.783165,0.012347,0.000000,0.000000,0.000000
6.823179,0.013693,0.000000,0.000000,0.000000
6.843193,0.014402,0.000000,0.000000,0.000000
6.873166,0.015508,0.000000,0.000000,0.000000
6.903201,0.016672,0.000000,0.000000,0.000000
6.933179,0.017890,0.000000,0.000000,0.000000
6.963137,0.019166,0.000000,0.000000,0.000000
6.993124,0.020502,0.000000,0.000000,0.000000
7.013131,0.021427,0.000000,0.000000,0.000000
7.043225,0.022870,0.000000,0.000000,0.000000
7.073245,0.024373,0.000000,0.000000,0.000000
7.103118,0.025933,0.000000,0.000000,0.000000
7.133170,0.027567,0.000000,0.000000,0.000000
7.163224,0.029269,0.000000,0.000000,0.000000
7.193258,0.031039,0.000000,0.000000,0.000000
7.223133,0.032868,0.000000,0.000000,0.000000
7.253143,0.034777,0.000000,0.000000,0.000000
7.283141,0.036757,0.000000,0.000000,0.000000
7.303150,0.038119,0.000000,0.000000,0.000000
7.333174,0.040225,0.000000,0.000000,0.000000
7.363189,0.042406,0.000000,0.000000,0.000000
7.393159,0.044662,0.000000,0.000000,0.000000
7.423167,0.046999,0.000000,0.000000,0.000000
7.453170,0.049416,0.000000,0.000000,0.000000
7.483173,0.051914,0.000000,0.000000,0.000000
7.513159,0.054494,0.000000,0.000000,0.000000
7.543157,0.057159,0.000000,0.000000,0.000000
